target,r2,mae,rmse,mape_percent
height,0.8696803478017636,2.0327314814814867,2.5752275074292963,7.027359580551883
length,0.9321338674232084,2.7257574074074253,3.1572188597749515,5.229895343258365
weight,0.43919737926164226,6.404660493827162,8.503224908688269,18.315279708262654
leaves,0.4686730463043163,80.25012039336825,102.67337748434718,20.306911247763054
branches,0.10509166911884582,8.09562962962963,10.976335889337367,19.871586197705366
