target,best_model,cv_r2,cv_rmse,cv_mae,test_r2,test_rmse,test_mae,test_mape_percent,model_path
height,ExtraTrees_500,0.9855702478526573,0.7367627417315055,0.4615976923076827,0.9958796973640031,0.4107506447803649,0.284179687499998,0.8640404216109145,C:\Users\User\OneDrive\Documents\ML\STEP_BY_STEP\models\height_best_model.joblib
length,RandomForest_400,0.9922759768592266,1.022256973180823,0.7724065422322709,0.9975623478515601,0.6138840906537515,0.4190624999999782,0.8935713640678509,C:\Users\User\OneDrive\Documents\ML\STEP_BY_STEP\models\length_best_model.joblib
weight,ExtraTrees_500,0.9274264933770334,2.8511496612383356,2.003122624434389,0.9611049058753371,2.0657887416190457,1.4144999999999999,8.597478608533748,C:\Users\User\OneDrive\Documents\ML\STEP_BY_STEP\models\weight_best_model.joblib
leaves,RandomForest_400,0.9739390044265676,23.074969268228546,18.230361802413274,0.977624024935701,19.469245726283045,15.642011718749998,11.773532117600096,C:\Users\User\OneDrive\Documents\ML\STEP_BY_STEP\models\leaves_best_model.joblib
branches,ExtraTrees_500,0.8567275149210778,5.4253669000329126,4.109309351432881,0.9096179849007495,4.018777441585936,2.709875,14.154640334027773,C:\Users\User\OneDrive\Documents\ML\STEP_BY_STEP\models\branches_best_model.joblib
