target,model,target_mode,params,cv_r2,cv_rmse,cv_mae
length,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.9913133561053951,1.0623337966205588,0.8955212205490047
length,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.9903122180760262,1.1207612172941108,0.9646780508700766
length,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.9917685725272258,1.0233373633583969,0.9034614535614939
length,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.9891790981675493,1.1795734164681053,1.0544420755571777
length,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.05}",0.9867528487771778,1.294554271394713,1.1071888570750357
length,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.05}",0.9862347338189995,1.335416084725642,1.1311281269644362
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.08}",0.9875045756583498,1.2813802817069893,1.1210142651737487
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.08}",0.9857731687655236,1.3686884780662851,1.1927872735420137
length,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.9551453132286222,2.4232127308769735,1.883178909461551
length,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.9808879675158849,1.5664709558885688,1.2478747279081772
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.1}",0.9877129117979674,1.2579944596618615,1.1092830835330123
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.1}",0.9874471620029788,1.2663694853616607,1.1094109202863738
length,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.08}",0.9916947621719062,1.0359751552402523,0.9101134365561272
length,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.08}",0.9908327891158153,1.0889613169793602,0.9658857848775115
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.02}",0.9903786019210905,1.1213394350654675,0.9712267880047116
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.02}",0.9902843625305431,1.1261568478015676,0.9867598228774636
length,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 2, 'learning_rate': 0.1}",0.850093663390093,4.439761308169205,3.793254491074868
length,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 2, 'learning_rate': 0.1}",0.8160524810665166,4.928538755802007,4.122959034440456
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.9154166245263109,3.3092888973860894,2.746219436261895
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.9064449325986177,3.4880141764086594,2.8300430040481475
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.1}",0.9907324126724794,1.0976012187806725,0.9758592100069187
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.1}",0.990198069072678,1.1277056183549778,0.9979649998083419
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.02}",0.9762147050041122,1.7705428024166436,1.4774552372006429
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.02}",0.9792470234654054,1.653389240256974,1.3442220001746539
length,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.8832833292864715,3.925295330070317,3.088195987892558
length,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.9262141181246377,3.1242271182718797,2.48933612022108
length,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.9913219531380492,1.0578236939511467,0.9387859864044781
length,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.9916166981595842,1.0402234626328641,0.9137350199668275
length,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 4, 'learning_rate': 0.02}",0.9775377911967101,1.7158154527014233,1.4109122635419524
length,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 4, 'learning_rate': 0.02}",0.97447376041495,1.8320118606107356,1.5345121736225082
length,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.05}",0.986998262816857,1.299343160216933,1.1129635328496195
length,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.05}",0.9845332519953336,1.419445614121746,1.1931624230585196
length,Ridge,raw,{'alpha': 0.01},0.2053506486833186,10.258247916926171,7.884585661357917
length,Ridge,raw,{'alpha': 0.1},0.20578336480363096,10.255458322084333,7.892088151648335
length,Ridge,raw,{'alpha': 1.0},0.20519271623399607,10.259272319214613,7.882989999128722
length,Ridge,raw,{'alpha': 5.0},0.20138306248863672,10.283833024996008,7.881754393230989
length,Ridge,raw,{'alpha': 10.0},0.19768607096502797,10.30760877914091,7.905769232626014
length,Ridge,raw,{'alpha': 20.0},0.19077161982722549,10.351912720018648,8.002444252967434
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.3, 'alpha': 0.01}",0.2049820194266349,10.260634530374308,7.881338031435467
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.1, 'alpha': 0.05}",0.19942840421161606,10.296416477572556,7.887934339365785
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.9, 'alpha': 0.0005}",0.20562535385750103,10.25647758108902,7.889008875626918
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.7, 'alpha': 0.0005}",0.20546728566351513,10.25749664596633,7.886172647932644
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.1, 'alpha': 0.0005}",0.2056812990388178,10.256116789849301,7.8895757838630844
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.7, 'alpha': 0.01}",0.2055333366139994,10.257075731139368,7.889118030047181
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.5, 'alpha': 0.01}",0.20530309598376575,10.258561981850074,7.886849382174439
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.5, 'alpha': 0.0005}",0.2055511074004593,10.256956311899199,7.887353349629203
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.7, 'alpha': 0.05}",0.20164918179433902,10.282123594668457,7.867440183082499
length,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.1, 'alpha': 0.1}",0.1944777499758532,10.328205169746482,7.950502728017893
weight,ExtraTrees,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.018908708888791703,4.1014212807639865,3.1674173721340386
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",0.30169302951170784,3.1193308197936678,2.511677083333333
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",0.023363492544555275,4.094444713628507,3.164955439814814
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 6}",-0.043140032062084166,4.354125839183507,3.3985928607444658
weight,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 16}",-0.16570134325593586,4.647684726886834,3.660380767195767
weight,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': None}",-0.15558146182208715,4.616457243202577,3.6520653640803653
weight,ExtraTrees,raw,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': None}",-0.15933390393862326,4.626996036925595,3.6583253668271
weight,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6}",0.10279831060238702,3.9436498527447497,3.0741861611225856
weight,ExtraTrees,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",0.1266015875820929,3.778566801803062,2.908439814814814
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 0.7, 'max_depth': 10}",0.14912107570766758,3.675151026467872,2.8909983878968277
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 24}",0.1759867158295694,3.600673464747763,2.875782705026457
weight,ExtraTrees,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 16}",0.019575939758137782,4.096881641033458,3.162802204585538
weight,ExtraTrees,raw,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.29798462045174257,3.130456047422179,2.523167438271605
weight,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 0.7, 'max_depth': None}",0.15592452152985298,3.6638809390865235,2.8850615079365056
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 1.0, 'max_depth': 10}",0.16670845822035713,3.6286331749849503,2.890411830357145
weight,ExtraTrees,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",0.12660158758209292,3.7785668018030614,2.908439814814814
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': None}",0.27772658009672685,3.239894275436825,2.559440277777782
weight,ExtraTrees,raw,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 24}",0.02283296021773673,4.096561703737379,3.1605069975549136
weight,ExtraTrees,raw,"{'n_estimators': 1200, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 1.0, 'max_depth': 6}",0.27442554630463983,3.333773427956983,2.6720504243827214
weight,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 6}",-0.21931214670216254,4.80652700224943,3.7974485360886376
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 16}",0.023363492544555275,4.094444713628507,3.164955439814814
weight,ExtraTrees,raw,"{'n_estimators': 1200, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': 10}",0.29367561471287373,3.1978370577400397,2.536734953703703
weight,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': None}",-0.2144634602627057,4.782541998030312,3.7889375346875362
weight,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 1.0, 'max_depth': 24}",0.3285269094847034,3.027173522627119,2.4144166666666664
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 14}",-0.12411254598102876,4.5753119888604825,3.62584212444237
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 1.0, 'max_depth': 8}",0.05734762476274213,4.028030422443638,3.198321749483745
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 8}",-0.16306040920301018,4.678385885030655,3.726416918655828
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': 14}",0.20590540395954146,3.5437896119435095,2.810161661589441
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 20}",0.07498563694650318,3.9846516776457364,3.170181707759741
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 1.0, 'max_depth': 14}",0.08193155856914544,3.9662622476789595,3.163385452548239
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': 8}",0.23677328306966397,3.4589794070183104,2.760883135331747
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': None}",0.21047837558687962,3.5445191057408616,2.8098788500080163
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 1.0, 'max_depth': None}",0.11113177946901384,3.840645638299172,3.0544492682687228
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 1.0, 'max_depth': 14}",0.31264467515671407,3.157443843751763,2.4989074074074074
weight,RandomForest,raw,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': None}",0.21223454229241775,3.5344241220726156,2.7966437317620647
weight,RandomForest,raw,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': 8}",0.30104485075380477,3.194457787891876,2.52453562049062
weight,RandomForest,raw,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': None}",-0.13290757210002122,4.590313247596084,3.6404070832943383
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 1.0, 'max_depth': None}",0.2568113907074218,3.3877136229851104,2.703593814467427
weight,RandomForest,raw,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 0.7, 'max_depth': None}",0.10357088525340818,3.8967513250085943,3.0748951974532384
weight,RandomForest,raw,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 8}",-0.02227343392176706,4.273079328938911,3.3615876771685116
weight,RandomForest,raw,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 20}",0.07229694374282077,3.9908771658455335,3.173514523814821
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",-0.014623607386002612,4.266769960242553,3.3567713256072635
weight,RandomForest,raw,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': None}",-0.16317326698624401,4.678439517070528,3.726307146445013
weight,RandomForest,raw,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",0.17683510884082884,3.6353756422221104,2.8580151946818617
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 2, 'learning_rate': 0.02}",-0.04521240601297936,4.447572103894079,3.5739284727954455
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 2, 'learning_rate': 0.02}",-0.2116344384978623,4.884097646151803,3.9183144526921074
weight,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 2, 'learning_rate': 0.08}",0.22676593804442402,3.6469986369983394,2.8947789449886163
weight,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 2, 'learning_rate': 0.08}",0.19149875951975714,3.7481292979323313,2.96273259687854
weight,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.33686447734992847,3.0762939310950106,2.4214430688571715
weight,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.2936767486864046,3.193531653110295,2.5130387255977684
weight,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.35405494119826,2.830778547703471,2.2384699217918254
weight,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.33232540085770257,3.082102541684115,2.4294188790306688
weight,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.05}",0.3483922868874937,2.95410737274453,2.3099635487877714
weight,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.05}",0.2690626718229724,3.197442504727757,2.499385087985386
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.08}",0.3178285326767765,3.053558528146823,2.382928463222525
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.08}",0.2694082818112715,3.2575060347420646,2.5483285879237814
weight,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.30672381689582034,3.256312014128768,2.606691344031173
weight,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.05}",0.25041516027272126,3.4365443178362853,2.7592876789411847
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.1}",0.341773092990702,3.0047734855246824,2.3516727796156873
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.1}",0.3199398054431827,3.122890115906903,2.4210989211824367
weight,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.08}",0.3616542681098364,2.9660461424694256,2.372077254608765
weight,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.08}",0.3135224483813387,3.0632426671442072,2.418040936803602
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.02}",0.3567935825177919,3.0128879839115577,2.4030035307467648
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.02}",0.30430470937103654,3.1707633060192437,2.5447706690504597
weight,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 2, 'learning_rate': 0.1}",0.23288621045747943,3.6314034032167286,2.921158773102847
weight,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 200, 'min_samples_leaf': 2, 'max_depth': 2, 'learning_rate': 0.1}",0.21955077293650777,3.8103871066043014,3.020874506882558
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.24010809101758018,3.5671490918374884,2.907529796791174
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.2505166435609924,3.4976722898992185,2.792274097096059
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.1}",0.363975993684336,2.892830981810893,2.26777887029411
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 700, 'min_samples_leaf': 2, 'max_depth': 4, 'learning_rate': 0.1}",0.3381872181208727,3.08875451372678,2.43352141994059
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.02}",0.2904982571209898,3.3453839237449463,2.694295422025816
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 400, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.02}",0.24024974097744148,3.502153010216785,2.8373766662832844
weight,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.2516087284566245,3.5357730450307536,2.8135187667574946
weight,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 400, 'min_samples_leaf': 1, 'max_depth': 2, 'learning_rate': 0.08}",0.24539048181567935,3.569942872921458,2.8150641453342757
weight,GradientBoosting,raw,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.35588855211711357,2.9165597709472264,2.297343148338885
weight,GradientBoosting,log1p,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_leaf': 1, 'max_depth': 4, 'learning_rate': 0.1}",0.2743483572541773,3.086961815019958,2.434035259007702
weight,GradientBoosting,raw,"{'subsample': 0.85, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 4, 'learning_rate': 0.02}",0.27417292180988906,3.3497266949447435,2.6688450035264077
weight,GradientBoosting,log1p,"{'subsample': 0.85, 'n_estimators': 200, 'min_samples_leaf': 4, 'max_depth': 4, 'learning_rate': 0.02}",0.1918863587170868,3.597681760529368,2.9027421503780104
weight,GradientBoosting,raw,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.05}",0.31706745853929574,3.1178230813269283,2.4778186187516034
weight,GradientBoosting,log1p,"{'subsample': 0.7, 'n_estimators': 700, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.05}",0.23002195262043426,3.367142964175609,2.684081570803847
weight,Ridge,raw,{'alpha': 0.01},-0.09194112706546378,4.896025975412199,4.169291346689618
weight,Ridge,raw,{'alpha': 0.1},-0.017164924220178634,4.782508364554173,4.082872562079162
weight,Ridge,raw,{'alpha': 1.0},-0.058669365342506594,4.80334759422139,4.083069153152783
weight,Ridge,raw,{'alpha': 5.0},-0.07968610393616622,4.836695840162338,4.101301622041049
weight,Ridge,raw,{'alpha': 10.0},-0.08800544891927926,4.855468664805386,4.117121215528688
weight,Ridge,raw,{'alpha': 20.0},-0.09771028321076843,4.877761632154622,4.133214178407714
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.3, 'alpha': 0.01}",-0.051544192146989375,4.794302855706436,4.068160979248015
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.1, 'alpha': 0.05}",-0.08355970361833735,4.848252951994159,4.1117916688562826
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.9, 'alpha': 0.0005}",-0.04860694617309029,4.8380637959174475,4.116838859710245
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.7, 'alpha': 0.0005}",-0.032876025469819714,4.814096346004744,4.099610778806989
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.1, 'alpha': 0.0005}",-0.004183481030373604,4.769261438797602,4.065672527035065
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.7, 'alpha': 0.01}",-0.042938767635611996,4.785395391163486,4.0661015432198795
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.5, 'alpha': 0.01}",-0.04592679424056902,4.787951596797332,4.063904973179935
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.5, 'alpha': 0.0005}",-0.01992651248073487,4.794449317600687,4.085028643626439
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.7, 'alpha': 0.05}",-0.061013437620031974,4.822268960515774,4.098789301161824
weight,ElasticNet,raw,"{'max_iter': 5000, 'l1_ratio': 0.1, 'alpha': 0.1}",-0.09476778372482504,4.873274265993385,4.129260920613978
leaves,ExtraTrees,raw,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.19183611764768874,46.448923999289946,37.41446036556036
leaves,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",0.45185652894341005,38.88913719522471,32.2363513888889
leaves,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",0.18738288022423752,46.59546034285664,37.58193902266723
leaves,ExtraTrees,raw,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 6}",0.15260669171958208,47.86219874071037,38.48297741571596
leaves,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 16}",0.083129102490443,49.86072262646253,39.56175817259895
leaves,ExtraTrees,raw,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': None}",0.08344374226150383,49.66187554029015,39.40352626425132
