date,day,plant_system,ave_ph,ave_do,ave_tds,ave_temp,ave_humidity,plant_no,height,length,weight,leaves,branches
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,1,20.9,34.2,7,66,5
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,2,22.4,48.0,8,31,6
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,3,22.6,36.5,11,95,9
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,4,33.9,17.9,9,58,7
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,5,33.0,60.6,5,71,12
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,6,29.4,42.2,9,56,12
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,1,24.0,50.9,11,93,9
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,2,31.6,41.1,5,52,10
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,3,37.5,64.3,8,31,2
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,4,28.1,40.9,8,51,11
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,5,37.5,49.8,5,29,8
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,6,33.2,51.2,5,32,6
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,1,21.0,34.4,7,72,5
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,2,22.4,48.2,8,33,6
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,3,22.7,36.7,11,100,10
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,4,34.1,18.1,9,62,7
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,5,33.2,60.9,5,76,13
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,6,29.6,42.5,9,61,13
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,1,24.2,51.2,12,95,9
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,2,31.8,41.4,4,50,11
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,3,37.7,64.5,9,33,2
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,4,28.2,41.1,8,54,14
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,5,37.7,50.1,5,29,8
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,6,33.5,51.6,6,29,7
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,1,21.2,34.7,7,78,6
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,2,22.8,48.8,8,35,6
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,3,23.1,37.3,12,105,11
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,4,34.5,18.6,10,66,8
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,5,33.4,61.1,5,81,14
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,6,29.8,42.8,9,66,14
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,1,24.6,51.8,12,98,12
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,2,32.2,41.9,6,55,13
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,3,38.2,64.0,9,37,4
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,4,28.4,41.3,9,63,14
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,5,38.4,50.9,6,34,10
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,6,33.8,52.0,7,35,8
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,1,21.4,34.9,7,84,6
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,2,23.0,49.2,8,37,6
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,3,23.5,37.9,12,110,12
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,4,34.7,19.0,10,70,8
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,5,33.6,61.4,5,86,15
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,6,30.0,43.2,9,71,15
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,1,24.9,52.1,11,98,14
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,2,32.5,42.2,6,57,14
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,3,38.5,64.3,10,41,4
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,4,28.5,41.5,9,68,16
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,5,38.8,51.3,6,38,9
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,6,34.0,52.4,9,39,8
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,1,21.6,35.2,7,90,6
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,2,23.2,49.5,8,39,5
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,3,23.7,38.1,12,115,12
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,4,34.8,19.2,10,74,9
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,5,33.9,61.8,5,91,16
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,6,30.2,43.5,9,76,16
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,1,25.1,52.4,12,106,11
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,2,32.7,42.6,7,56,12
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,3,38.7,64.6,10,41,6
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,4,28.7,41.8,10,71,16
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,5,39.3,52.1,8,41,9
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,6,34.1,52.6,9,42,8
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,1,21.8,35.6,8,96,7
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,2,23.5,49.8,9,43,6
