system,target,r2,mae,rmse,mape_percent
DWC,height,0.9902773031093131,0.38966406250000796,0.5116829882542131,1.123700340104575
DWC,length,0.9864759290221705,0.7354598896640916,0.9369435221082352,1.3658111426494648
DWC,weight,0.9690053172933398,1.1444063784939857,1.4546035152737842,6.99790993417968
DWC,leaves,0.9720770889671816,11.0131951942158,14.315467790966647,9.709735439514617
DWC,branches,0.9114686871058012,2.4271093749999997,3.74105187622746,13.45059307397429
