system,target,best_model,cv_r2,cv_rmse,cv_mae,test_r2,test_rmse,test_mae,test_mape_percent,model_path
DWC,height,RandomForest_200,0.9216287943909925,1.309448035097159,1.0452474160206815,0.9902773031093131,0.5116829882542131,0.38966406250000796,1.123700340104575,C:\Users\User\OneDrive\Documents\ML\FINAL1\DWC\models\height_best_model.joblib
DWC,length,GradientBoosting_200,0.9613680297543917,1.652245596685825,1.230894867297171,0.9864759290221705,0.9369435221082352,0.7354598896640916,1.3658111426494648,C:\Users\User\OneDrive\Documents\ML\FINAL1\DWC\models\length_best_model.joblib
DWC,weight,GradientBoosting_200,0.9462481657898616,2.1430224088998058,1.6429911550886143,0.9690053172933398,1.4546035152737842,1.1444063784939857,6.99790993417968,C:\Users\User\OneDrive\Documents\ML\FINAL1\DWC\models\weight_best_model.joblib
DWC,leaves,GradientBoosting_200,0.9275533694153156,23.769477936339815,17.949745336596674,0.9720770889671816,14.315467790966647,11.0131951942158,9.709735439514617,C:\Users\User\OneDrive\Documents\ML\FINAL1\DWC\models\leaves_best_model.joblib
DWC,branches,RandomForest_200,0.8465503678980183,5.228692676711105,3.74531100036914,0.9114686871058012,3.74105187622746,2.4271093749999997,13.45059307397429,C:\Users\User\OneDrive\Documents\ML\FINAL1\DWC\models\branches_best_model.joblib
